sentence	spoiler	verb	page	trope	genre
 Edith was used sparingly in the first season of  Archie Bunker's Place  before dying of a stroke offscreen.	True	True 0	AllInTheFamily	SuddenSequelDeathSyndrome	Comedy Drama
Variation - just whether or not   Mike and Gloria get back together or go through with their divorce  is unclear.	True	True 0	AllInTheFamily	WillTheyOrWontThey	Comedy Drama
It simply gives a vague closing scene of everyone calmly sitting by the Christmas tree.	True	True 0	AllInTheFamily	WillTheyOrWontThey	Comedy Drama
The  Gloria  spinoff says that   he does leave her , but how canon that was is up for debate.	True	True 0	AllInTheFamily	WillTheyOrWontThey	Comedy Drama
"She was, indeed, as Archie often called her, a ""dingbat"", but she was also much more socially sensitive and moral than him."	False	True 0	AllInTheFamily	WomenAreWiser	Comedy Drama
(Maria, Hans Geering, the original Leclerc and  eventually, the British Airmen, though they returned for a brief appearance in the finale )	True	True 0	AlloAllo	PutOnABus	Comedy Romance Sport
 than you can (ahem) shake a stick at.	False	True 0	AlloAllo	DoubleEntendre	Comedy Romance Sport
The  Distant Finale  makes it decidedly  un ambiguous, as he's hooked up with  Helga .	True	True 0	AlloAllo	AmbiguouslyGay	Comedy Romance Sport
I am eloping!!!	True	True 0	AlloAllo	CatchPhrase	Comedy Romance Sport
"""Come Helga, stand beneath the brim of my  wide Gestapo hat."	True	True 0	AlloAllo	CatchPhrase	Comedy Romance Sport
   Subverted with the three suicide pill rings; they all turn out to be duds.	False	True 0	AlloAllo	ChekhovsGun	Comedy Romance Sport
"""  As Ren put it: ""He's a man of a thousand disguises... every one the same."	False	True 0	AlloAllo	ClarkKenting	Comedy Romance Sport
The real paintings would go to Ren and the Germans in theory but with everyone trying to short everyone it all got horrible confused.	False	True 0	AlloAllo	GambitPileup	Comedy Romance Sport
Poor Edith, despite being a clever woman, always falls for Ren's transparent lies when she catches him cheating on her.	False	True 0	AlloAllo	LoveMartyr	Comedy Romance Sport
They are prominently displayed during   Ren's execution  in the season 1.	True	True 0	AlloAllo	NoSwastikas	Comedy Romance Sport
"""  During the ""escape from the prisoner of war camp"" arc there's a number of little shout outs to  The Great Escape , as they put dirt in Rene's trousers so he can dump it around the camp (in the original they had inside pockets that released the dirt)."	False	True 0	AlloAllo	ShoutOut	Comedy Romance Sport
   The first seven seasons took place over only a few months, then two years pass between the seventh and eighth.	False	True 0	AlloAllo	TimeSkip	Comedy Romance Sport
 chronicling  the rivalry between two choirs  and the lives of their musical directors.	False	True 0	AllTheSmallThings	TheBBC	Drama
The less-talented choristers find themselves sacked from the choir; Esther finds herself jilted by Michael, who sets up home with Layla.	False	True 0	AllTheSmallThings	TheBBC	Drama
"She knows ""this one song"" and starts to sing it."	False	True 0	AllyMcBeal	ThemeMusicPowerUp	Comedy Drama Fantasy Music Romance
":  ""The Game Boy comes in white, black, red, yellow, or...wicked see-through!"	False	True 0	Amazing	CatchPhrase	Family GameShow
Thelma and Deacon Frye are the most egregious offenders.	False	True 0	Amen	AesopAmnesia	Comedy
Deacon Frye fakes a marriage to Inga so she could fool an INS agent and stay in the country.	False	True 0	Amen	CitizenshipMarriage	Comedy
Not until Thelma finally tells her off does she admit that her son is the only family she has left and that she was afraid of losing him.	False	True 0	Amen	MyBelovedSmother	Comedy
A six-episode arc in the fourth season has Thelma joining the Army, with  predictable results , despite initially presenting herself as a very competent would-be soldier.	False	True 0	Amen	ArmedFarces	Comedy
Surprisingly, Deacon Frye defends her   after he delivers her baby .	True	True 0	Amen	TeenPregnancy	Comedy
He also convinces the baby's father to marry her in a later episode.	True	True 0	Amen	TeenPregnancy	Comedy
And at times, they just goofed off.	False	True 0	AmericanChopper	DocuSoap	Comedy Reality-TV Sport
She also chains her son Beau up in the attic because of a genetic deformity.	True	True 0	AmericanHorrorStory	TeensAreMonsters	Drama Horror Thriller
It's further implied that she physically and certainly emotionally abused Tate.	True	True 0	AmericanHorrorStory	TeensAreMonsters	Drama Horror Thriller
Unlike most examples,   Moira  has the opportunity to actually scream.	True	True 0	AmericanHorrorStory	AndIMustScream	Drama Horror Thriller
Like one of the twins Vivian is carrying...    And he's starting in early, as three years after Constance decides to raise him, he murders his nanny.	True	True 0	AmericanHorrorStory	AntiChrist	Drama Horror Thriller
How   Nora Montgomery  committed suicide   after killing her husband out of grief over her  mutated baby .	True	True 0	AmericanHorrorStory	AteHisGun	Drama Horror Thriller
  All of the Harmons die and are trapped in the House with all the other ghosts forever, but are actively working to make sure no other family ends up like them and are finally happy,  Together in Death .	True	True 0	AmericanHorrorStory	BittersweetEnding	Drama Horror Thriller
Constance is also finally happy, but is raising the  Anti Christ .	True	True 0	AmericanHorrorStory	BittersweetEnding	Drama Horror Thriller
Tate, finally remorseful, is left alone, pining for Violet from afar but may earn her forgiveness one day.	True	True 0	AmericanHorrorStory	BittersweetEnding	Drama Horror Thriller
Larry Harvey claims that the horrible burns he received when he   supposedly killed his family  were from saving children from a burning school bus.	True	True 0	AmericanHorrorStory	BlatantLies	Drama Horror Thriller
Ben checked up on his past, forcing Larry to confess that he  didn't  kill his wife and children.	True	True 0	AmericanHorrorStory	BlatantLies	Drama Horror Thriller
Upon confessing to his wife Lorraine that he had fallen for Constance, Lorraine locked herself in a room upstairs with their daughters.	True	True 0	AmericanHorrorStory	BlatantLies	Drama Horror Thriller
They died in the fire she set.	True	True 0	AmericanHorrorStory	BlatantLies	Drama Horror Thriller
He wasn't even burned there, he was burned sometime later when Tate set him on fire.	True	True 0	AmericanHorrorStory	BlatantLies	Drama Horror Thriller
Revealed to have been the work of the rubber suit man.	True	True 0	AmericanHorrorStory	BuryYourGays	Drama Horror Thriller
"In the flashback in ""Home Invasion,"" the nurse who is referred to as a ""lezzie"" is drowned in the bathtub later that same scene."	True	True 0	AmericanHorrorStory	BuryYourGays	Drama Horror Thriller
Charles used a  still-beating heart  to resurrect it, but it came back with a craving for blood, resulting in Nora attempting to kill it.	True	True 0	AmericanHorrorStory	CameBackWrong	Drama Horror Thriller
Chekhovs Cupcakes: the cupcakes Constance brought over for Violet.	True	True 0	AmericanHorrorStory	ChekhovsGun	Drama Horror Thriller
One is eaten by one of the home invaders, which makes her ill and results in her not joining the other two in the basement.	True	True 0	AmericanHorrorStory	ChekhovsGun	Drama Horror Thriller
Chekhovs Crime: A subtle one, but the cop at the end of the second episode said that   Bianca was found blocks away from the murder house, cut in half.	True	True 0	AmericanHorrorStory	ChekhovsGun	Drama Horror Thriller
He said that it looked like her friends tried to do a Black Dahlia on her.	True	True 0	AmericanHorrorStory	ChekhovsGun	Drama Horror Thriller
And how do they carry Travis' corpse out of the house?	True	True 0	AmericanHorrorStory	ChekhovsGun	Drama Horror Thriller
The realtor had an actual gun   which Vivien later stole and accidentally shot her husband with  In fact, quite a lot of the onscreen deaths are caused by guns.	True	True 0	AmericanHorrorStory	ChekhovsGun	Drama Horror Thriller
  Moira, killed by Constance long before the series began.	True	True 0	AmericanHorrorStory	DeadAllAlong	Drama Horror Thriller
This is how Constance knew about the house's power, as they were living there at the time.	True	True 0	AmericanHorrorStory	DeadAllAlong	Drama Horror Thriller
Violet did not survive her overdose!	True	True 0	AmericanHorrorStory	DeadAllAlong	Drama Horror Thriller
This trope could possibly apply to almost anyone in the cast, there's a lot of ambiguity about who's alive and who's dead.	True	True 0	AmericanHorrorStory	DeadAllAlong	Drama Horror Thriller
She stabs him to death after the second time.	True	True 0	AmericanHorrorStory	DeathBySex	Drama Horror Thriller
As he was dead, it didn't affect him.	True	True 0	AmericanHorrorStory	DeathBySex	Drama Horror Thriller
After her encounter in the Harmons' basement, this seems to have happened with  Leah  and Violet.	False	True 0	AmericanHorrorStory	DefeatMeansFriendship	Drama Horror Thriller
She's phased out entirely after Violet dies .	True	True 0	AmericanHorrorStory	DemotedToExtra	Drama Horror Thriller
In another, it was having sex with Luke the security guard, Ben,  and  the rubber suit man.	True	True 0	AmericanHorrorStory	DreamSequence	Drama Horror Thriller
She wasn't asleep.	False	True 0	AmericanHorrorStory	DreamSequence	Drama Horror Thriller
Violet shows signs of this   after she discovers the truth of what Tate had done .	True	True 0	AmericanHorrorStory	DrivenToMadness	Drama Horror Thriller
It's further compounded when   she looks for Tate in the basement and instead finds one of the nurses, the two home invaders, and Charles, leading to her being  Driven to Suicide .	True	True 0	AmericanHorrorStory	DrivenToMadness	Drama Horror Thriller
What is being done to   Vivien by the ghosts.	True	True 0	AmericanHorrorStory	DrivenToMadness	Drama Horror Thriller
Constance is starting to show signs, especially after   she discovers that Tate raped Vivien .	True	True 0	AmericanHorrorStory	DrivenToMadness	Drama Horror Thriller
"It resurfaces in her monologue near the end of ""Afterbirth""."	True	True 0	AmericanHorrorStory	DrivenToMadness	Drama Horror Thriller
  After being  Driven to Madness , Violet intentionally overdoses.	True	True 0	AmericanHorrorStory	DrivenToSuicide	Drama Horror Thriller
Tate,  screaming and sobbing at her not to die on him , drags her to the bathroom...but is unsuccessful in saving her life.	True	True 0	AmericanHorrorStory	DrivenToSuicide	Drama Horror Thriller
On subsequent tours of the house, Marcy says this is what happened to   Ben .	True	True 0	AmericanHorrorStory	DrivenToSuicide	Drama Horror Thriller
  The baby-thing in the basement that attacks  Leah , nearly attacks Violet, and is responsible for the death of the twins.	True	True 0	AmericanHorrorStory	EnfantTerrible	Drama Horror Thriller
If Tate can be believed, this is Thaddeus, the son of Charles and Nora Montgomery, killed in revenge for an abortion and  resurrected using a ''still-beating heart''  by Charles.	True	True 0	AmericanHorrorStory	EnfantTerrible	Drama Horror Thriller
Somewhat subverted in that all she really wants   is for someone to find her bones so she can pass on.	True	True 0	AmericanHorrorStory	EvilRedhead	Drama Horror Thriller
Tate is a (literally)  Axe Crazy , lying, young man who has obsession with a younger girl and a   mentally challenged sibling , and is first introduced with the  Kill Bill  whistle tune playing and who is  clearly  not the lead character in the 1969 movie  Twisted Nerve .	True	True 0	AmericanHorrorStory	Expy	Drama Horror Thriller
Though considering she's a   ghost , it's ambiguous which appearance is real and which is false.	True	True 0	AmericanHorrorStory	FanDisservice	Drama Horror Thriller
Both are the real appearance; Ben sees her as she looked before she   died  whereas Vivien sees her as how she looks after the fact.	True	True 0	AmericanHorrorStory	FanDisservice	Drama Horror Thriller
What is most likely the situation with   one of Vivien's twins, specifically the one Vivien and Rubber Man conceived during the pilot .	True	True 0	AmericanHorrorStory	FetusTerrible	Drama Horror Thriller
It started kicking  at eight weeks , then was revealed on the ultrasound to be much further along...and  made the nurse faint .	True	True 0	AmericanHorrorStory	FetusTerrible	Drama Horror Thriller
When Vivien meets her again, she claims she saw what can be interpreted as  The Antichrist .	True	True 0	AmericanHorrorStory	FetusTerrible	Drama Horror Thriller
The basement incident gives subtle hints that   Tate already knows he's  Dead All Along .	True	True 0	AmericanHorrorStory	Foreshadowing	Drama Horror Thriller
He switches places with Thaddeus several times before appearing next to Violet to watch .	True	True 0	AmericanHorrorStory	Foreshadowing	Drama Horror Thriller
Marcy invokes this when she pulls a gun on Larry during the open house.	False	True 0	AmericanHorrorStory	GenreSavvy	Drama Horror Thriller
